Wealth,Age,Gender,Region,TVRegion,LoyaltyStatus,SpendYTD,MemberLength,TargetBuy,TargetAmt
9,60,F,Midlands,Midlands,Tin,0.01,8,0,0
11,58,F,Midlands,Midlands,Silver,1200,1,0,0
2,41,F,Midlands,Wales & West,Tin,0.01,7,0,0
11,43,U,Midlands,Midlands,Tin,0.01,7,0,0
5,47,F,South East,S & S East,Tin,0.01,8,0,0
4,47,M,North,N West,Silver,3500,2,0,0
15,60,M,Midlands,Wales & West,Silver,3000,7,0,0
13,55,U,Midlands,Midlands,Gold,6350,8,0,0
13,40,F,Midlands,Midlands,Tin,0.01,7,0,0
14,48,F,Midlands,Wales & West,Tin,0.01,5,0,0
12,70,M,Midlands,Midlands,Gold,6052.82,11,0,0
13,41,M,Midlands,East,Tin,0.01,5,0,0
3,69,U,North,N East,Silver,120,11,0,0
10,38,F,North,N West,Tin,0.01,8,1,1
9,63,M,South East,London,Gold,6000,2,0,0
10,71,F,North,N West,Silver,4000,6,1,1
15,40,F,Midlands,Wales & West,Silver,550,9,1,1
10,78,U,North,N West,Silver,2500,7,1,1
10,35,M,South East,London,Silver,2000,5,1,1
7,41,F,Midlands,East,Silver,2000,2,1,1
6,67,F,North,N West,Silver,2000,2,0,0
10,50,F,Midlands,Midlands,Tin,0.01,4,0,0
13,71,F,North,N West,Tin,0.01,5,0,0
12,78,F,South East,London,Silver,2500,5,0,0
8,60,F,South East,S & S East,Gold,6000,13,0,0
12,64,U,North,N West,Silver,2500,5,0,0
13,73,F,Midlands,Wales & West,Platinum,33700,25,0,0
11,66,F,South East,S & S East,Silver,2000,16,0,0
10,65,U,Midlands,Midlands,Silver,1000,6,0,0
11,51,U,South East,London,Tin,0.01,7,0,0
7,47,F,North,N West,Tin,0.01,5,0,0
16,42,U,South East,S & S East,Tin,0.01,8,0,0
9,48,M,Midlands,Midlands,Silver,4000,1,0,0
6,59,F,South East,London,Silver,600.01,8,0,0
6,56,F,South East,London,Silver,4036,7,0,0
14,36,U,Midlands,East,Tin,0.01,5,1,1
4,68,M,South East,London,Gold,5500.01,5,0,0
6,69,F,South East,S & S East,Gold,6000,6,1,1
11,61,M,Scottish,C Scotland,Gold,9000,6,0,0
7,74,M,Midlands,Midlands,Silver,1500,5,0,0
10,65,F,Midlands,Midlands,Silver,1000,8,0,0
6,66,F,Midlands,East,Gold,10842.12,10,0,0
11,63,F,South East,London,Gold,6000,1,1,1
9,73,F,North,N West,Tin,0.01,5,0,0
8,25,M,North,N East,Silver,2000,1,0,0
7,48,F,South East,London,Silver,3052.66,8,0,0
2,77,F,South East,S & S East,Silver,1000,21,0,0
11,40,F,Midlands,Wales & West,Tin,0.01,8,1,1
5,49,M,Midlands,Midlands,Gold,7600,9,0,0
8,42,F,South East,London,Gold,5424,7,0,0
20,44,U,Midlands,East,Gold,6000,5,1,2
9,59,M,North,Yorkshire,Tin,0.01,7,0,0
6,50,U,South East,London,Gold,9000,30,0,0
8,49,F,Midlands,East,Tin,0.01,7,1,1
2,43,M,South East,S & S East,Tin,0.01,5,0,0
13,77,M,South East,London,Gold,12158.67,7,0,0
6,79,F,South East,S & S East,Silver,4000,1,0,0
9,47,F,South East,London,Tin,0.01,5,0,0
8,63,U,Midlands,Wales & West,Silver,3000,8,0,0
13,42,F,North,Yorkshire,Silver,100,10,1,1
10,76,M,South West,S West,Gold,8400,7,0,0
5,73,F,South East,London,Gold,6053.35,5,1,1
9,34,F,South East,London,Tin,0.01,4,0,0
7,55,F,South East,S & S East,Gold,5178.5,6,0,0
9,74,M,Midlands,East,Gold,6000,2,0,0
10,61,F,Scottish,C Scotland,Gold,12000,11,0,0
9,67,M,Midlands,Midlands,Silver,50,11,1,1
13,79,F,North,N East,Gold,12158.67,7,1,1
12,41,F,North,N East,Silver,1420,5,0,0
9,74,M,Midlands,Wales & West,Silver,5000,7,0,0
17,59,U,South East,S & S East,Tin,0.01,5,0,0
17,57,F,South East,London,Platinum,30937.6,5,1,1
10,76,M,South East,London,Gold,6000,5,0,0
5,58,U,South East,S & S East,Silver,1500,5,0,0
10,75,F,North,N West,Gold,6053.35,6,0,0
6,41,F,South East,S & S East,Silver,3000,8,0,0
8,34,F,Midlands,Midlands,Tin,0.01,5,0,0
9,67,M,Midlands,Midlands,Tin,0.01,11,0,0
12,57,M,Midlands,East,Gold,6000,2,1,1
8,48,U,North,N East,Silver,480,8,0,0
11,52,F,Midlands,East,Silver,55.01,9,0,0
11,34,F,South East,London,Tin,0.01,4,1,1
11,54,F,Midlands,Midlands,Gold,14000,9,0,0
7,66,U,Midlands,East,Gold,9000,8,0,0
5,45,F,South East,S & S East,Silver,5000,5,0,0
7,71,M,Midlands,Midlands,Gold,9000,2,0,0
7,73,F,South East,London,Gold,10000,21,0,0
13,51,U,South East,London,Silver,240,11,0,0
9,65,F,Midlands,Midlands,Silver,3000,3,1,1
21,35,F,South East,London,Tin,0.01,8,1,3
15,63,M,Midlands,Midlands,Silver,750,9,0,0
9,57,U,North,Yorkshire,Tin,0.01,5,0,0
12,42,F,Midlands,Wales & West,Tin,0.01,6,1,1
9,67,F,South East,S & S East,Silver,5000,4,0,0
9,34,F,Midlands,Wales & West,Tin,0.01,10,1,1
7,42,F,Scottish,C Scotland,Tin,0.01,5,0,0
5,69,U,South West,S West,Silver,3000,7,0,0
7,53,M,North,N West,Tin,0.01,4,0,0
8,23,F,North,N West,Silver,420,1,1,1
5,47,M,Midlands,East,Gold,6105.32,7,0,0
4,34,F,North,N East,Tin,0.01,9,0,0
9,47,M,South East,London,Tin,0.01,6,0,0
9,30,U,South East,London,Silver,2000,1,0,0
7,45,F,South East,London,Gold,12000,2,0,0
9,58,M,South West,S West,Gold,15000,4,0,0
8,55,F,Midlands,Wales & West,Silver,100,10,0,0
7,49,U,South East,London,Silver,0.02,8,0,0
7,61,F,Midlands,Midlands,Gold,6000,12,0,0
10,45,U,North,N East,Silver,1000,3,0,0
5,67,M,South East,London,Silver,4000,26,0,0
11,50,F,Midlands,Midlands,Tin,0.01,5,0,0
14,39,F,South East,London,Gold,6000,7,1,1
8,63,F,Midlands,Ulster,Silver,1000,1,0,0
7,52,U,North,N West,Silver,1000,10,0,0
8,61,F,North,N West,Gold,5035.94,3,0,0
11,57,F,North,N West,Silver,600,5,0,0
9,48,F,Midlands,Wales & West,Tin,0.01,8,0,0
11,61,F,North,N East,Tin,0.01,8,0,0
9,54,F,South East,S & S East,Tin,0.01,6,1,1
14,35,F,North,N West,Tin,0.01,8,1,3
2,52,U,Midlands,Wales & West,Tin,0.01,10,0,0
8,59,F,South East,London,Gold,6000.01,8,0,0
3,71,F,South East,S & S East,Gold,6053.35,6,0,0
4,35,U,North,N West,Silver,3000,7,0,0
5,72,M,Midlands,Midlands,Silver,4884.25,8,0,0
5,50,F,Scottish,C Scotland,Gold,8112.07,1,0,0
7,51,F,Midlands,Wales & West,Tin,0.01,5,0,0
16,34,F,South East,London,Silver,300,8,1,1
16,42,F,Scottish,Border,Gold,6000,2,1,1
6,42,F,South East,London,Silver,420.01,8,0,0
11,41,F,Midlands,Wales & West,Tin,0.01,6,0,0
12,37,M,Midlands,Midlands,Silver,1750,2,1,1
8,51,U,Midlands,East,Gold,6105.32,7,0,0
5,51,U,North,N West,Silver,4000,4,0,0
8,43,M,Scottish,C Scotland,Tin,0.01,5,0,0
10,53,F,Midlands,Wales & West,Silver,3000,4,0,0
9,54,U,North,Yorkshire,Silver,3000,9,0,0
12,40,F,Midlands,Midlands,Gold,12000,3,1,1
10,61,F,Midlands,Midlands,Tin,0.01,7,1,1
11,69,M,South East,London,Silver,1000,1,0,0
6,51,F,Midlands,Wales & West,Tin,0.01,8,1,1
15,54,F,Midlands,East,Gold,6000,6,1,2
6,55,F,Midlands,Midlands,Silver,420,1,0,0
5,41,U,South East,S & S East,Tin,0.01,8,0,0
7,29,F,Scottish,C Scotland,Silver,1450,8,0,0
12,51,F,Midlands,Midlands,Tin,0.01,5,1,2
10,33,U,South East,London,Tin,0.01,8,1,1
11,70,U,South East,London,Silver,2000,1,0,0
12,58,U,South East,London,Tin,0.01,8,0,0
17,35,F,North,N East,Silver,1000,4,1,2
9,65,F,South East,London,Silver,5000,5,0,0
18,66,F,South East,London,Tin,0.01,8,0,0
14,56,F,South East,London,Tin,0.01,5,1,1
6,56,F,Midlands,Midlands,Silver,48,35,0,0
5,43,F,North,N West,Tin,0.01,7,0,0
8,57,M,Scottish,C Scotland,Gold,6000.01,5,0,0
5,61,M,South East,London,Gold,12160.99,11,0,0
7,49,F,Midlands,Wales & West,Gold,6000,5,1,1
7,71,M,Midlands,Midlands,Tin,0.01,8,0,0
7,73,M,Midlands,East,Tin,0.01,8,0,0
11,49,M,South East,S & S East,Silver,53.8,6,0,0
13,67,F,South East,London,Silver,3000,6,0,0
11,45,U,Midlands,Midlands,Silver,4000,4,0,0
9,67,U,Midlands,Wales & West,Tin,0.01,5,0,0
12,28,F,Midlands,Wales & West,Gold,6000,6,1,1
11,56,U,South East,London,Silver,600,4,0,0
3,65,F,Midlands,Wales & West,Silver,1000,5,1,1
3,57,M,Midlands,Wales & West,Gold,12140.78,8,0,0
8,41,F,South East,London,Gold,6000.01,8,1,1
4,50,F,North,N East,Silver,200,8,0,0
5,42,M,South East,London,Platinum,55125,2,0,0
7,51,U,North,N West,Silver,3000,8,0,0
6,79,F,Midlands,Midlands,Silver,3000,13,0,0
3,44,U,North,Yorkshire,Tin,0.01,5,0,0
5,62,M,North,N West,Silver,1000,5,0,0
7,58,M,Midlands,Ulster,Silver,3000,13,0,0
11,72,F,South East,London,Gold,6105.32,29,0,0
8,40,F,North,N West,Silver,3000,2,0,0
10,43,F,South East,London,Tin,0.01,7,0,0
4,65,U,South East,S & S East,Platinum,24500,9,0,0
10,27,F,North,Yorkshire,Tin,0.01,6,1,1
8,74,F,South East,S & S East,Gold,7000,6,0,0
14,55,F,Midlands,Midlands,Silver,500,13,1,1
9,47,F,Midlands,East,Tin,0.01,5,0,0
11,53,F,Midlands,East,Silver,4000,5,0,0
11,41,F,South East,S & S East,Tin,0.01,9,0,0
6,76,F,South West,S West,Silver,600,16,0,0
8,74,M,South West,S West,Gold,6000,1,0,0
4,43,F,Scottish,C Scotland,Silver,3000,1,0,0
5,47,U,Scottish,C Scotland,Tin,0.01,9,0,0
7,41,U,South East,London,Tin,0.01,5,0,0
7,34,M,South East,London,Gold,13000,2,0,0
10,74,F,Midlands,Wales & West,Gold,10000,1,0,0
6,36,F,Midlands,Wales & West,Tin,0.01,4,1,1
5,60,U,North,N West,Silver,3000.01,9,0,0
8,30,U,North,N West,Gold,6000,2,0,0
12,68,M,South East,London,Silver,4000,5,1,1
6,31,F,Midlands,Midlands,Tin,0.01,3,1,1
7,68,F,South East,London,Gold,6000,2,0,0
10,47,F,North,N West,Silver,3000,4,0,0
11,56,U,Midlands,Midlands,Silver,2000,5,0,0
9,48,F,South East,London,Silver,1273.04,11,0,0
6,67,F,Scottish,N Scot,Silver,3000,4,0,0
9,75,F,South West,S West,Silver,1000,16,0,0
13,55,F,South East,London,Gold,11000,14,0,0
9,34,U,North,N East,Silver,1000,12,0,0
13,55,M,South West,S West,Tin,0.01,8,0,0
6,70,F,South East,London,Silver,5000,5,0,0
10,76,F,South East,S & S East,Silver,5000,12,1,1
6,45,F,North,N West,Tin,0.01,5,0,0
5,50,M,South East,London,Silver,600,7,0,0
11,69,F,Midlands,Wales & West,Gold,18000,12,0,0
10,74,M,Midlands,Midlands,Gold,9000,26,0,0
9,61,F,Scottish,C Scotland,Tin,0.01,4,0,0
16,69,U,North,N West,Tin,0.01,7,1,1
11,29,M,Midlands,Midlands,Gold,17053.35,6,1,1
6,70,F,South East,London,Gold,9000.02,8,0,0
10,37,F,Midlands,East,Tin,0.01,7,1,1
12,46,F,South East,London,Gold,13420,5,1,1
5,68,F,South East,London,Silver,5000,4,0,0
13,51,U,South East,London,Tin,0.01,4,0,0
4,73,F,South West,S West,Platinum,26026.37,7,0,0
14,76,U,Midlands,East,Gold,6000,2,0,0
3,34,F,South East,London,Tin,0.01,5,0,0
8,46,F,South East,London,Tin,0.01,7,1,1
8,71,F,South East,S & S East,Gold,6000,1,0,0
6,79,M,South East,London,Silver,1000,17,0,0
8,53,U,South East,London,Silver,1000,1,0,0
4,76,F,Midlands,Midlands,Silver,4000,13,0,0
5,68,U,Midlands,Wales & West,Silver,1940,5,0,0
13,57,U,South West,S West,Silver,3000,3,0,0
5,56,F,Midlands,Wales & West,Gold,18106.69,6,0,0
8,76,F,South East,London,Tin,0.01,7,0,0
11,35,M,Midlands,East,Gold,8000,7,1,1
4,50,M,South East,S & S East,Tin,0.01,8,0,0
10,46,U,North,Yorkshire,Silver,5000,5,0,0
6,47,F,Midlands,Wales & West,Tin,0.01,8,0,0
13,47,F,South East,London,Gold,12053.34,3,1,1
8,50,F,South East,London,Gold,11600,7,0,0
9,41,U,Midlands,Wales & West,Silver,100,1,0,0
9,55,F,Midlands,East,Silver,3000,9,1,1
7,46,F,North,N West,Tin,0.01,4,0,0
10,33,F,South East,S & S East,Gold,6000,13,1,1
11,45,M,North,Yorkshire,Tin,0.01,5,0,0
2,67,F,South East,London,Silver,1000,5,0,0
5,61,F,Midlands,Midlands,Gold,6000,4,0,0
9,59,F,South East,London,Silver,4000,4,0,0
7,68,F,South East,London,Gold,6000,1,1,1
12,61,M,South East,S & S East,Gold,6053.35,6,0,0
11,59,U,North,N West,Gold,8000,6,0,0
11,72,M,Midlands,Midlands,Tin,0.01,8,0,0
10,56,F,Midlands,Midlands,Tin,0.01,5,1,1
10,50,M,South East,London,Silver,0.02,5,0,0
10,77,F,South East,London,Silver,3000,2,0,0
9,73,M,Midlands,Midlands,Platinum,22035.88,9,1,1
12,47,M,South East,London,Silver,50,9,0,0
4,45,F,Midlands,East,Silver,1200.01,8,0,0
7,70,U,Midlands,Midlands,Gold,6105.32,8,0,0
12,35,F,South East,London,Silver,2500,5,1,2
6,38,F,South East,London,Silver,4875,2,0,0
13,29,F,North,N West,Tin,0.01,5,1,1
9,58,U,North,N East,Tin,0.01,5,0,0
3,48,U,Midlands,Midlands,Silver,1000,4,0,0
14,38,U,Midlands,East,Tin,0.01,8,0,0
6,78,F,Midlands,Wales & West,Platinum,24053.35,12,0,0
7,47,F,South East,S & S East,Tin,0.01,15,0,0
22,54,F,Midlands,Midlands,Silver,480,11,1,2
6,60,F,South East,London,Gold,6000,1,0,0
12,44,F,Midlands,East,Tin,0.01,5,1,1
7,49,M,Midlands,Midlands,Tin,0.01,5,0,0
7,78,F,South East,London,Gold,10000,4,0,0
7,40,F,South East,London,Silver,1200.01,7,1,1
8,53,M,North,Yorkshire,Silver,3000,4,0,0
5,56,U,Midlands,Midlands,Tin,0.01,8,0,0
6,58,U,South East,S & S East,Gold,6000,2,0,0
9,59,F,South East,London,Silver,3000,12,0,0
4,66,U,Midlands,Wales & West,Silver,1500,11,1,1
10,51,M,Midlands,Wales & West,Gold,10000,4,1,1
14,50,U,South East,S & S East,Gold,6530.31,6,1,2
9,26,M,Midlands,Wales & West,Tin,0.01,4,1,1
14,60,U,South East,London,Gold,12000,2,0,0
7,61,M,North,Yorkshire,Gold,6000,2,0,0
6,52,F,Scottish,C Scotland,Tin,0.01,8,1,1
8,74,F,South East,London,Platinum,20504.64,3,0,0
10,70,M,South East,London,Silver,5000,9,0,0
12,57,F,Midlands,Wales & West,Tin,0.01,5,0,0
7,46,M,South East,London,Silver,120,8,0,0
10,67,F,South East,S & S East,Gold,6000,5,1,1
10,52,F,North,Yorkshire,Gold,6000,1,0,0
13,46,F,North,N West,Tin,0.01,5,1,1
5,78,F,Midlands,Midlands,Gold,12000,2,0,0
10,78,U,North,N East,Gold,6000,1,0,0
6,45,U,Midlands,Wales & West,Tin,0.01,8,0,0
4,54,F,North,N East,Silver,3000,3,0,0
4,62,F,South West,S West,Gold,6053.35,29,0,0
5,70,F,South East,London,Gold,6053.35,6,0,0
11,63,M,North,N East,Silver,3240,12,0,0
5,51,F,Midlands,Midlands,Tin,0.01,5,0,0
9,45,U,South East,S & S East,Tin,0.01,5,0,0
11,71,U,South East,London,Silver,3000,15,0,0
5,69,U,North,N East,Silver,600,1,0,0
15,57,U,North,N West,Silver,3000,7,0,0
10,42,F,North,N West,Tin,0.01,5,0,0
9,40,U,South East,London,Gold,10000,1,0,0
7,54,M,Scottish,Border,Silver,4000,14,0,0
19,46,M,Midlands,East,Tin,0.01,5,1,2
8,62,F,Midlands,Midlands,Silver,1000,6,0,0
7,62,M,Midlands,Wales & West,Gold,6035.56,4,0,0
11,28,U,South East,London,Silver,480,9,0,0
12,73,F,South East,S & S East,Silver,5000,1,1,1
9,38,M,Midlands,Midlands,Silver,3855.74,12,1,1
10,59,F,Midlands,Midlands,Platinum,22937.6,8,0,0
9,54,M,South East,London,Silver,3000,1,0,0
13,68,U,South East,London,Gold,10000,12,0,0
15,51,U,North,Yorkshire,Silver,2000,1,0,0
6,56,F,Midlands,Midlands,Silver,2400,12,0,0
10,37,M,Midlands,Wales & West,Tin,0.01,9,1,1
11,35,M,Midlands,East,Tin,0.01,5,1,2
10,70,F,South East,S & S East,Silver,4664.43,18,1,1
14,37,F,South East,London,Tin,0.01,6,1,1
5,53,F,South East,London,Silver,3026.67,6,0,0
8,58,M,North,Yorkshire,Tin,0.01,5,0,0
6,51,U,South East,London,Silver,1000,8,0,0
7,73,M,Midlands,East,Silver,1000,6,0,0
10,53,F,South East,London,Silver,3000,16,0,0
3,43,F,Midlands,Wales & West,Silver,2400,2,0,0
8,60,F,Midlands,East,Silver,1000,4,0,0
7,59,F,Midlands,Midlands,Tin,0.01,7,0,0
3,56,F,North,N West,Gold,6000,6,0,0
11,62,M,North,Yorkshire,Gold,12984.25,17,1,1
6,54,F,South East,London,Tin,0.01,11,0,0
7,55,U,South East,S & S East,Gold,6000,3,0,0
9,55,F,South East,S & S East,Tin,0.01,11,0,0
5,66,M,South East,London,Silver,3865.53,9,0,0
23,32,F,South East,S & S East,Silver,3000,5,1,2
9,43,M,South East,London,Tin,0.01,4,0,0
3,57,M,South West,S West,Tin,0.01,8,0,0
7,43,M,North,Yorkshire,Tin,0.01,4,0,0
9,52,F,North,N West,Gold,6000,1,0,0
5,49,M,South West,S West,Tin,0.01,8,0,0
9,58,F,Midlands,Midlands,Silver,750,8,0,0
11,62,F,South East,London,Silver,3000,8,1,1
9,35,F,Midlands,Midlands,Silver,50,9,0,0
5,66,F,South East,S & S East,Gold,6000,11,0,0
11,63,F,Midlands,Wales & West,Gold,9000,3,0,0
11,78,M,South West,S West,Silver,5000,1,1,1
12,72,F,Scottish,N Scot,Gold,19705.32,8,0,0
9,39,F,Midlands,Wales & West,Gold,6000,2,1,1
7,54,F,Midlands,East,Silver,3000,2,0,0
10,54,F,Midlands,Midlands,Tin,0.01,5,0,0
8,67,F,North,N West,Gold,6000,5,0,0
10,36,M,Midlands,Ulster,Tin,0.01,5,0,0
9,50,F,Midlands,East,Gold,19990.23,3,0,0
5,64,F,Scottish,Border,Silver,1000,5,0,0
4,76,F,South East,London,Silver,375,16,0,0
10,40,M,North,N West,Tin,0.01,4,0,0
4,48,F,North,N West,Silver,2500,1,0,0
7,39,F,Midlands,Wales & West,Silver,480,4,1,1
9,29,M,Midlands,Midlands,Tin,0.01,4,0,0
9,60,F,South East,London,Gold,6345.49,1,0,0
3,33,F,South East,London,Tin,0.01,7,0,0
8,61,F,South West,S West,Silver,1000.68,12,0,0
14,32,F,Midlands,Midlands,Tin,0.01,5,1,1
13,50,M,South East,London,Tin,0.01,7,0,0
7,56,F,North,N West,Gold,20000,21,0,0
6,69,F,Midlands,Wales & West,Gold,12800,10,0,0
8,52,F,South East,S & S East,Gold,17900,8,1,1
12,30,M,Midlands,Midlands,Silver,35,2,1,2
4,62,F,North,Yorkshire,Silver,1564.55,9,0,0
9,30,F,Midlands,Wales & West,Tin,0.01,4,0,0
7,63,F,North,N East,Tin,0.01,5,0,0
10,41,M,Midlands,Midlands,Silver,3935.8,6,0,0
6,68,M,Midlands,Midlands,Gold,9710.33,6,0,0
8,48,M,North,N East,Tin,0.01,5,0,0
7,48,F,North,N West,Tin,0.01,6,1,1
12,63,M,North,N West,Gold,6000,2,0,0
10,40,U,South East,London,Silver,650,4,0,0
1,67,F,North,N East,Gold,11300,8,0,0
6,50,U,South East,London,Silver,1000,9,0,0
6,68,F,South West,S West,Silver,1000,5,0,0
9,65,F,Midlands,Ulster,Gold,6000,25,0,0
13,66,M,South East,S & S East,Gold,12000,1,1,1
7,38,F,Scottish,C Scotland,Tin,0.01,8,1,1
18,66,U,Midlands,Midlands,Silver,3000,5,0,0
10,57,F,Midlands,East,Gold,6000,5,1,1
11,73,M,North,N West,Gold,6000,4,1,1
9,19,F,South East,London,Silver,1000,1,0,0
10,47,F,Midlands,East,Silver,3000,3,0,0
12,58,F,South East,London,Gold,12000,2,1,1
9,73,F,North,Yorkshire,Silver,3713.1,6,0,0
6,57,F,North,N West,Gold,8817.18,9,0,0
7,76,F,South East,S & S East,Gold,6053.35,6,0,0
7,62,U,Midlands,Midlands,Silver,600,4,0,0
12,51,U,South East,London,Silver,600.01,8,0,0
4,63,M,South East,London,Gold,6000,4,0,0
10,53,F,South East,London,Gold,6000,5,0,0
6,68,F,North,N West,Silver,3000,8,1,1
5,61,M,South East,London,Silver,2000,5,0,0
8,72,M,North,N West,Silver,2000,5,0,0
11,59,F,Midlands,Wales & West,Tin,0.01,5,0,0
13,64,F,South East,S & S East,Gold,6025,12,0,0
12,68,F,Midlands,Midlands,Silver,3552.66,8,1,1
8,60,F,North,N West,Tin,0.01,5,1,1
8,48,F,Midlands,Midlands,Tin,0.01,7,0,0
3,27,F,South East,London,Gold,16000,1,1,1
9,32,F,North,Yorkshire,Silver,600,5,1,1
8,55,M,South East,London,Gold,6000,5,0,0
3,26,M,South East,S & S East,Gold,6035.35,6,0,0
7,56,F,South East,S & S East,Gold,14961.52,9,0,0
5,52,F,Midlands,Midlands,Gold,6477.11,2,0,0
18,54,F,South East,London,Silver,1200,5,1,2
7,39,U,Midlands,East,Gold,6000,3,0,0
3,36,U,South East,London,Tin,0.01,8,0,0
11,39,M,Midlands,East,Tin,0.01,7,1,1
10,53,M,South East,S & S East,Silver,4000,5,0,0
8,54,F,South West,S West,Tin,0.01,8,0,0
9,59,M,South East,London,Gold,18130.32,8,0,0
9,43,M,North,N East,Tin,0.01,5,1,1
7,74,M,Midlands,Midlands,Gold,13553.34,18,1,1
7,54,M,Scottish,C Scotland,Silver,2402.19,2,0,0
14,39,F,North,Yorkshire,Silver,1500,7,1,2
11,53,F,North,N West,Tin,0.01,5,1,2
8,47,M,Scottish,C Scotland,Gold,6000,4,0,0
12,42,F,Midlands,Wales & West,Tin,0.01,5,1,1
10,61,F,South East,London,Tin,0.01,8,0,0
11,70,M,North,N East,Silver,2500,1,1,1
10,64,F,Midlands,Midlands,Tin,0.01,4,0,0
2,64,U,Midlands,Wales & West,Silver,2053.35,6,0,0
8,54,F,South East,London,Gold,6053.36,7,0,0
10,44,F,Scottish,C Scotland,Gold,19000,11,0,0
9,71,M,South East,S & S East,Gold,6000,1,0,0
16,63,F,South West,S West,Tin,0.01,4,1,1
8,49,U,South East,S & S East,Silver,3600,4,0,0
13,53,F,North,Yorkshire,Gold,5729.37,5,1,1
12,68,U,South West,S West,Gold,6000,2,0,0
5,72,F,Midlands,Midlands,Tin,0.01,8,0,0
3,64,M,South East,S & S East,Platinum,20215,8,0,0
8,53,U,Midlands,Midlands,Gold,6000,3,0,0
10,43,F,South West,S West,Silver,2000,2,0,0
6,73,F,South East,London,Silver,1780.55,6,0,0
5,69,F,North,N West,Silver,3000,3,0,0
8,55,M,South East,S & S East,Tin,0.01,5,0,0
8,44,F,South East,London,Gold,12000,4,0,0
10,71,M,Midlands,East,Platinum,30000,4,0,0
6,46,M,South East,London,Platinum,24160.98,9,0,0
4,64,M,South East,S & S East,Silver,500.01,9,0,0
12,49,M,North,N East,Tin,0.01,5,0,0
15,66,U,South East,S & S East,Silver,5000,6,0,0
6,60,F,South East,S & S East,Gold,5000.01,8,0,0
7,66,F,Scottish,N Scot,Silver,2500,5,0,0
12,76,F,North,N West,Silver,3052.66,7,0,0
11,59,M,North,N West,Tin,0.01,7,0,0
3,34,F,Midlands,Wales & West,Tin,0.01,4,0,0
8,47,U,Midlands,East,Silver,600,8,0,0
8,43,F,South East,London,Gold,11000,1,0,0
12,38,F,South East,London,Tin,0.01,4,1,1
7,48,F,South East,London,Silver,50,9,0,0
9,66,F,Scottish,C Scotland,Gold,6105.32,16,1,1
8,72,F,Midlands,East,Tin,0.01,8,0,0
8,55,F,South East,London,Silver,1500,11,1,1
7,59,M,South East,S & S East,Silver,3800,8,0,0
12,57,F,South East,London,Gold,12000,6,1,1
8,60,U,Scottish,N Scot,Silver,5000,1,0,0
22,41,F,Midlands,Wales & West,Gold,6000,1,1,2
8,77,F,South East,London,Tin,0.01,7,1,1
7,48,U,North,N West,Silver,1000,4,0,0
8,63,M,Scottish,C Scotland,Gold,6025,3,0,0
13,35,M,Midlands,East,Tin,0.01,5,1,1
7,52,F,South East,London,Tin,0.01,7,0,0
5,46,M,North,N West,Silver,500,8,0,0
8,70,F,Midlands,Midlands,Gold,9000,8,0,0
7,18,M,South East,London,Silver,1875,1,0,0
11,77,F,Midlands,Midlands,Gold,12000,4,0,0
9,77,F,Midlands,Midlands,Silver,1000,13,0,0
15,50,U,North,Yorkshire,Silver,3000,2,0,0
8,65,F,Midlands,Midlands,Gold,12000,8,1,1
9,39,F,North,N West,Tin,0.01,5,1,1
4,55,M,South East,London,Tin,0.01,4,0,0
10,60,F,South West,S West,Silver,914.52,8,0,0
4,45,F,South East,S & S East,Tin,0.01,5,0,0
6,49,F,North,Yorkshire,Gold,7500,8,0,0
16,52,M,Midlands,East,Gold,6000,5,0,0
10,71,F,Midlands,East,Platinum,22973.06,32,0,0
14,37,F,South East,London,Tin,0.01,5,1,1
9,58,F,Midlands,East,Gold,6000,13,0,0
6,42,F,North,N West,Tin,0.01,5,0,0
11,74,M,Midlands,Midlands,Gold,6000,5,0,0
16,49,F,North,Yorkshire,Silver,2000,6,1,1
7,75,M,Scottish,C Scotland,Gold,10000,13,0,0
6,65,U,North,Yorkshire,Gold,6000,1,0,0
7,46,U,Scottish,C Scotland,Tin,0.01,5,0,0
11,59,F,Scottish,C Scotland,Gold,7305.32,8,1,1
5,49,U,Midlands,Midlands,Tin,0.01,1,0,0
9,68,U,North,N West,Tin,0.01,24,0,0
10,31,F,Midlands,Wales & West,Tin,0.01,4,1,1
8,36,F,Midlands,East,Tin,0.01,4,0,0
9,57,F,North,N West,Tin,0.01,10,1,1
11,53,M,Midlands,Wales & West,Gold,6053.35,6,0,0
7,46,F,Midlands,Midlands,Tin,0.01,9,0,0
9,43,F,Scottish,N Scot,Silver,3000,6,1,1
9,77,U,North,Yorkshire,Silver,2100,3,0,0
14,63,M,Midlands,Wales & West,Silver,100,1,0,0
17,48,F,Scottish,N Scot,Silver,2000,7,1,2
7,60,M,Midlands,Ulster,Silver,2700,5,0,0
3,55,U,Scottish,N Scot,Tin,0.01,4,0,0
13,44,F,Midlands,Wales & West,Silver,5000,7,1,1
4,50,F,South East,S & S East,Silver,1500,2,0,0
8,41,F,Midlands,Midlands,Tin,0.01,5,0,0
5,75,F,North,Yorkshire,Gold,6000,2,0,0
12,73,F,South West,S West,Silver,1000,15,0,0
6,44,F,South East,London,Tin,0.01,9,0,0
10,34,F,South East,S & S East,Silver,1000,4,0,0
6,66,F,South East,London,Tin,0.01,5,0,0
6,47,F,Midlands,Midlands,Silver,3000,3,0,0
7,66,M,South East,London,Platinum,20527.77,3,0,0
